USER_ID,ITEM_ID,EVENT_TYPE,TIMESTAMP
10008,16,Watch,1706247951
10026,4,Watch,1593573613
10000,7,Play,1715838682
10010,14,Watch,1699442587
10007,16,Stop,1619658830
10014,8,Watch,1609029025
10007,0,Play,1721410213
10000,11,Watch,1664003073
10005,18,Stop,1585099969
10023,15,Watch,1643497627
10003,15,Watch,1652759869
10017,1,Play,1579965510
10024,13,Watch,1655674343
10022,3,Play,1697715404
10027,18,Watch,1707421324
10007,2,Watch,1594768868
10013,16,Watch,1716968879
10020,12,Watch,1628961434
10024,13,Play,1703469084
10021,8,Watch,1617035585
10028,14,Watch,1614420919
10010,7,Stop,1696066744
10018,11,Watch,1630924600
10027,18,Play,1638560967
10009,13,Play,1667030084
10029,6,Watch,1620110236
10012,11,Watch,1611360151
10019,17,Play,1643819311
10016,2,Stop,1646699225
10019,2,Watch,1687255905
10007,5,Watch,1593082798
10000,12,Play,1634063972
10012,6,Watch,1675803533
10025,8,Watch,1632234535
10004,4,Play,1648589095
10003,12,Watch,1644073548
10019,15,Watch,1682563966
10005,14,Watch,1638858469
10017,8,Watch,1703317114
10001,19,Play,1690403573
10019,12,Watch,1606303103
10026,7,Watch,1690161861
10020,9,Watch,1682120942
10006,7,Watch,1667953494
10018,5,Watch,1627872855
10019,1,Watch,1730689099
10019,11,Watch,1624009917
10029,6,Play,1603778718
10022,14,Watch,1720921726
10024,4,Watch,1626641905
10023,10,Watch,1591741335
10018,15,Play,1603437787
10025,4,Watch,1595986537
10021,4,Watch,1691032090
10002,12,Watch,1598204561
10007,6,Play,1681961120
10028,12,Watch,1665668006
10020,18,Play,1668015207
10021,6,Stop,1648281468
10008,7,Watch,1615187436
10009,19,Watch,1665952890
10029,0,Play,1640799722
10022,17,Watch,1578915097
10022,11,Play,1722033538
10018,10,Watch,1609224298
10002,5,Watch,1709249381
10016,1,Play,1683276918
10028,11,Play,1652309819
10007,9,Watch,1579492996
10022,8,Stop,1695560436
10007,12,Play,1659125080
10012,2,Watch,1716950213
10021,17,Play,1648687163
10012,16,Watch,1621319474
10027,10,Play,1711681898
10025,8,Watch,1605182283
10002,7,Watch,1636143388
10017,9,Watch,1697671872
10027,7,Watch,1590538337
10024,7,Play,1687745745
10017,18,Watch,1706809551
10025,4,Stop,1726829599
10019,7,Watch,1619089561
10008,8,Play,1619903465
10004,7,Watch,1642400908
10007,4,Play,1640551846
10029,1,Stop,1695789034
10002,10,Watch,1656764755
10029,4,Watch,1606268342
10015,16,Watch,1704695731
10025,2,Watch,1586847327
10003,3,Watch,1664638798
10014,7,Play,1636805442
10005,19,Play,1686590109
10007,17,Watch,1649369762
10016,17,Watch,1687662578
10022,16,Stop,1651296396
10027,13,Watch,1614099956
10023,2,Watch,1673365202
10023,5,Watch,1679399702
10018,15,Play,1693452412
10024,6,Watch,1678565275
10005,11,Watch,1687448182
10007,4,Watch,1706797655
10028,4,Watch,1674601015
10023,0,Watch,1646596248
10005,17,Watch,1599849349
10016,14,Watch,1589181547
10023,11,Watch,1579426702
10026,11,Watch,1692402635
10012,13,Watch,1655206337
10027,17,Watch,1709423632
10023,14,Watch,1627524756
10017,7,Play,1689456083
10016,9,Watch,1699325032
10014,12,Watch,1680425520
10024,8,Watch,1606611598
10003,14,Play,1614628052
10001,9,Stop,1648923736
10018,19,Watch,1691348387
10013,14,Watch,1651423662
10008,14,Watch,1607164887
10028,11,Watch,1584214388
10010,17,Watch,1577856041
10018,15,Watch,1698332246
10012,17,Watch,1733020993
10012,18,Watch,1709453386
10000,6,Watch,1599314892
10008,8,Play,1680759847
10027,6,Watch,1701202424
10010,12,Play,1611813328
10003,0,Watch,1692203410
10018,16,Watch,1721553786
10029,17,Watch,1604387983
10014,8,Watch,1664116123
10027,6,Stop,1694406905
10010,3,Play,1674998102
10016,6,Play,1587858038
10002,19,Play,1716340797
10006,6,Watch,1732763727
10013,4,Play,1642585878
10010,9,Watch,1639881990
10028,2,Watch,1735577316
10014,11,Play,1688322758
10024,18,Watch,1604988804
10007,14,Watch,1608805308
10021,12,Watch,1617238532
10017,10,Watch,1667573500
10015,12,Watch,1727945371
10018,18,Watch,1662957675
10019,19,Watch,1578909902
10023,7,Watch,1653346407
10012,1,Watch,1707481506
10019,12,Watch,1721153747
10006,18,Watch,1686154916
10019,0,Watch,1707799714
10024,5,Watch,1733200741
10022,11,Watch,1631639420
10019,10,Stop,1676985586
10019,3,Watch,1711871091
10022,14,Play,1598263885
10019,2,Play,1674042018
10016,12,Stop,1612343221
10026,8,Play,1617215153
10022,13,Watch,1632860208
10015,11,Stop,1698018354
10018,8,Watch,1628571434
10007,8,Watch,1720644583
10003,3,Watch,1641265096
10019,2,Watch,1640469537
10000,15,Watch,1616809772
10015,15,Watch,1639341925
10012,16,Watch,1620133961
10018,11,Play,1633306821
10008,8,Play,1646984817
10024,8,Watch,1651629078
10026,16,Watch,1682444494
10010,1,Stop,1651679346
10011,4,Stop,1624305566
10004,5,Stop,1669992842
10023,19,Watch,1599413035
10015,10,Stop,1686839134
10014,5,Watch,1688686065
10028,17,Watch,1586032056
10005,9,Watch,1677013014
10014,15,Play,1701052758
10003,10,Watch,1641134149
10008,0,Watch,1672772339
10009,17,Watch,1672290233
10003,1,Watch,1641669212
10028,3,Watch,1579384439
10008,16,Play,1646406984
10016,10,Watch,1685225610
10020,10,Watch,1597977609
10003,12,Play,1672612169
10019,19,Watch,1657336295
10013,8,Watch,1666962029
10003,12,Play,1589634203
10011,5,Play,1596727536
10022,16,Play,1681068300
10014,1,Watch,1624881271
10013,19,Watch,1661203759
10026,0,Watch,1627493328
10001,4,Stop,1628591559
10017,11,Watch,1618356917
10021,19,Watch,1716183868
10002,12,Play,1609117879
10020,18,Watch,1701224823
10015,8,Play,1653021458
10004,14,Watch,1640946764
10020,8,Play,1652809340
10009,5,Stop,1688305934
10013,1,Watch,1650977622
10014,13,Watch,1735343377
10021,19,Play,1697426568
10018,9,Watch,1637604764
10014,19,Watch,1608656370
10017,6,Watch,1665731950
10010,0,Watch,1646324053
10004,4,Watch,1620684923
10024,11,Watch,1601947423
10002,3,Stop,1578496557
10007,10,Watch,1594586965
10015,8,Watch,1692734521
10017,15,Watch,1681116063
10029,18,Play,1647717224
10002,10,Watch,1621095966
10012,14,Play,1631481622
10016,19,Play,1715471248
10008,15,Stop,1592134031
10028,8,Watch,1686049971
10011,16,Play,1717654476
10022,3,Watch,1605031146
10006,13,Watch,1646531425
10001,8,Watch,1729102435
10014,17,Watch,1578877247
10029,15,Watch,1637896784
10016,14,Play,1622868544
10017,15,Watch,1625879370
10015,11,Watch,1684084759
10024,13,Play,1698788930
10003,6,Watch,1605231881
10003,7,Watch,1729566941
10015,6,Play,1711857314
10017,18,Watch,1681387116
10022,12,Watch,1599958435
10007,15,Play,1663007243
10008,7,Watch,1641536392
10029,8,Play,1666071669
10025,4,Watch,1707872619
10027,13,Watch,1665202022
10007,6,Watch,1617775629
10005,17,Watch,1588852881
10021,9,Stop,1725142517
10000,5,Watch,1667983545
10010,3,Play,1592621283
10009,8,Stop,1675851626
10013,19,Watch,1715932396
10011,8,Play,1648069471
10023,17,Watch,1702853589
10004,6,Watch,1656005705
10014,4,Stop,1642281872
10001,12,Watch,1635208733
10017,6,Watch,1650743700
10020,9,Watch,1620449917
10005,17,Play,1697681616
10013,11,Watch,1647824821
10021,1,Watch,1679338135
10019,15,Watch,1649102145
10018,6,Watch,1590455488
10027,10,Stop,1666272813
10008,12,Watch,1624286560
10028,3,Watch,1607633039
10008,16,Watch,1578384618
10013,15,Watch,1727405109
10009,5,Watch,1671801187
10015,13,Play,1630723443
10013,12,Play,1604785235
10012,17,Watch,1646886346
10003,7,Watch,1582283735
10028,7,Watch,1649150808
10003,16,Watch,1684067088
10012,10,Play,1730817856
10024,9,Watch,1666219943
10024,7,Stop,1693978232
10026,6,Play,1693140032
10000,18,Watch,1640406042
10005,6,Play,1685106387
10006,16,Play,1714029894
10014,4,Watch,1679140872
10019,0,Watch,1598507245
10024,7,Watch,1728955530
10015,7,Watch,1599490664
10024,6,Watch,1679552004
10021,0,Watch,1711787173
10019,4,Play,1691795676
10012,14,Watch,1656700771
10023,2,Play,1684465081
10003,14,Play,1680554658
10022,7,Play,1667297376
10024,11,Watch,1682805257
10024,11,Watch,1647238302
10024,2,Watch,1708276804
10002,10,Watch,1711589672
10006,9,Watch,1673013046
10028,15,Stop,1652607501
10024,4,Watch,1584867129
10028,13,Play,1611091127
10002,10,Play,1690913623
10023,17,Watch,1625085116
10027,2,Watch,1710725307
10018,8,Watch,1695439980
10000,1,Play,1716132071
10018,4,Watch,1677630839
10017,1,Watch,1644759441
10012,2,Watch,1622804241
10026,12,Watch,1587805414
10029,6,Watch,1617936619
10001,15,Stop,1597921696
10023,3,Play,1605351816
10000,12,Watch,1661649612
10016,0,Play,1648311039
10005,9,Play,1688543667
10023,11,Watch,1629211559
10007,5,Watch,1650151766
10009,6,Stop,1647084235
10010,19,Play,1674621500
10018,12,Stop,1700795510
10009,17,Play,1579765659
10008,17,Watch,1631999346
10009,15,Play,1704791837
10019,14,Play,1622643437
10025,5,Watch,1633578423
10027,10,Watch,1594289384
10018,4,Play,1662751548
10026,8,Watch,1690782581
10028,12,Play,1685587554
10020,14,Watch,1604342404
10021,3,Watch,1601958029
10003,7,Watch,1612396237
10004,0,Play,1597852798
10026,11,Watch,1667022517
10004,7,Watch,1581785012
10002,13,Watch,1712417765
10013,4,Stop,1627873040
10024,6,Play,1722738503
10014,11,Watch,1661821478
10015,12,Watch,1673541983
10001,15,Watch,1622667930
10023,13,Watch,1710611784
10003,17,Play,1678257803
10021,17,Watch,1648017137
10024,8,Play,1713877631
10001,5,Watch,1632247189
10024,8,Play,1641956680
10012,5,Play,1706247059
10000,6,Watch,1691808956
10021,10,Play,1656052145
10028,19,Watch,1654842145
10020,12,Play,1730474217
10019,0,Watch,1583062427
10026,4,Stop,1722017643
10027,8,Watch,1706954991
10007,1,Watch,1708937400
10029,16,Stop,1682662772
10020,12,Watch,1641742798
10006,14,Watch,1719113097
10001,18,Watch,1584266855
10010,5,Watch,1637614815
10001,2,Watch,1580074992
10002,10,Watch,1702647119
10011,11,Play,1733092176
10010,3,Watch,1725687986
10012,13,Watch,1589722991
10013,19,Watch,1605471725
10026,18,Watch,1647537413
10019,12,Stop,1679454335
10016,11,Watch,1591703027
10019,6,Stop,1731675820
10002,14,Play,1703904487
10012,2,Play,1696728832
10013,19,Stop,1653067907
10024,12,Stop,1715577972
10029,11,Play,1696029407
10028,9,Watch,1640207656
10029,16,Play,1611501467
10007,3,Watch,1713702375
10009,12,Watch,1629812757
10016,12,Stop,1707000889
10023,11,Watch,1691348520
10008,15,Play,1675367481
10011,0,Play,1676872220
10003,4,Play,1595400698
10004,2,Watch,1581667088
10010,13,Watch,1697320524
10027,2,Watch,1676030739
10019,16,Watch,1686824931
10011,4,Watch,1627544374
10012,11,Watch,1592971550
10013,0,Watch,1644622385
10015,19,Watch,1684102868
10005,12,Play,1734106838
10003,4,Watch,1681522321
10021,16,Stop,1603302780
10018,5,Watch,1678285579
10014,9,Stop,1636401602
10002,5,Watch,1633234524
10019,15,Watch,1718819484
10007,0,Stop,1607653486
10011,8,Play,1727651283
10025,15,Watch,1658146422
10010,3,Watch,1691889640
10013,15,Watch,1627027480
10028,6,Watch,1661672844
10016,18,Watch,1658168897
10019,11,Watch,1615949843
10017,1,Watch,1634965755
10024,11,Play,1610071336
10023,12,Watch,1699602297
10026,17,Play,1691916247
10018,10,Watch,1713272834
10006,1,Watch,1616701519
10004,0,Watch,1687640355
10028,10,Stop,1599285878
10004,11,Watch,1666038869
10007,11,Watch,1662879074
10019,4,Watch,1586082048
10013,9,Watch,1637736792
10020,14,Watch,1706479696
10010,1,Watch,1641024669
10026,3,Watch,1717299206
10005,5,Watch,1722943650
10014,11,Watch,1585214102
10019,15,Watch,1650236589
10009,15,Play,1603174914
10012,16,Watch,1689274806
10019,0,Watch,1673820044
10024,19,Stop,1707823898
10000,8,Watch,1723859362
10022,15,Play,1638793278
10014,19,Watch,1685982146
10009,15,Watch,1623445723
10002,10,Watch,1677770465
10004,5,Play,1633072872
10006,14,Watch,1580757497
10028,1,Watch,1689609201
10007,10,Watch,1670225940
10014,14,Watch,1731666054
10014,3,Play,1661925884
10006,6,Watch,1612557649
10006,3,Watch,1645717407
10004,15,Watch,1709706717
10008,9,Watch,1674848207
10001,18,Watch,1665625243
10011,17,Watch,1635571000
10019,5,Watch,1592478774
10019,15,Stop,1709650709
10011,8,Watch,1578255498
10019,3,Play,1667233281
10023,6,Watch,1691717507
10025,4,Play,1693023428
10001,7,Watch,1690272513
10029,0,Watch,1648173925
10006,12,Watch,1702037316
10023,11,Watch,1648947898
10018,16,Play,1644785187
10015,13,Stop,1636518226
10012,19,Stop,1660995594
10022,10,Watch,1718309903
10014,19,Watch,1621656933
10021,2,Play,1647713325
10009,1,Watch,1725049530
10024,5,Play,1718423420
10003,11,Watch,1602593787
10025,14,Watch,1652663506
10022,17,Watch,1618923569
10001,14,Play,1690008824
10028,14,Watch,1648943582
10018,17,Play,1726513233
10015,1,Watch,1711844294
10027,11,Play,1700324186
10007,8,Play,1593109562
10013,3,Watch,1630509399
10017,3,Watch,1592114194
10017,11,Watch,1703096158
10017,14,Stop,1706743445
10027,15,Watch,1654615901
10022,7,Stop,1720337665
10018,3,Stop,1645425206
10013,11,Watch,1694778136
10026,10,Watch,1677087971
10009,16,Watch,1615893017
10008,3,Play,1637533659
10027,5,Play,1620822902
10027,3,Watch,1720036730
10017,2,Watch,1623341120
10000,8,Watch,1709795704
10016,1,Play,1730644390
10024,15,Stop,1597713185
10023,2,Watch,1723260175
10007,12,Play,1594244317
10015,15,Watch,1638076807
10017,8,Play,1658652653
10023,18,Watch,1645635241
10004,2,Watch,1595565965
10012,13,Watch,1579299231
10012,12,Watch,1641225839
10028,16,Play,1599310860
10003,13,Watch,1708651804
10014,16,Watch,1609060268
10017,19,Play,1665301388
10028,12,Watch,1735476434
10008,9,Watch,1594376086
10004,15,Watch,1712587606
10015,16,Watch,1610320490
10010,18,Stop,1693731997
